,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,139.0,0,61.0,0.0,139.0,0,61.0
1,EKP,Amoxicillin-clavulanic acid_AB,151.0,8.0,0,41.0,151.0,8.0,0,41.0
2,EKP,Ampicillin-sulbactam_AB,79.0,44.0,0,77.0,79.0,44.0,0,77.0
3,EKP,Ampicillin_AB,19.0,5.0,0,176.0,19.0,5.0,0,176.0
4,EKP,Aztreonam_AB,53.0,56.0,0,91.0,53.0,56.0,0,91.0
5,EKP,Cefazolin_AB,65.0,50.0,0,85.0,65.0,50.0,0,85.0
6,EKP,Cefepime_AB,45.0,15.0,0,140.0,45.0,15.0,0,140.0
7,EKP,Cefotaxime_AB,37.0,11.0,0,152.0,37.0,11.0,0,152.0
8,EKP,Ceftazidime-avibactam_AB,91.0,38.0,0,71.0,91.0,38.0,0,71.0
9,EKP,Ceftazidime_AB,35.0,61.0,0,104.0,35.0,61.0,0,104.0
10,EKP,Ceftolozane-tazobactam_AB,91.0,9.0,0,100.0,91.0,9.0,0,100.0
11,EKP,Ceftriaxone_AB,73.0,3.0,0,124.0,73.0,3.0,0,124.0
12,EKP,Cefuroxime_AB,56.0,42.0,0,102.0,56.0,42.0,0,102.0
13,EKP,Ciprofloxacin_AB,0.0,23.0,0,177.0,0.0,23.0,0,177.0
14,EKP,Ertapenem_AB,10.0,49.0,0,141.0,10.0,49.0,0,141.0
15,EKP,Gentamicin_AB,0.0,94.0,0,106.0,0.0,94.0,0,106.0
16,EKP,Imipenem_AB,50.0,34.0,0,116.0,50.0,34.0,0,116.0
17,EKP,Levofloxacin_AB,61.0,44.0,0,95.0,61.0,44.0,0,95.0
18,EKP,Meropenem_AB,0.0,64.0,0,136.0,0.0,64.0,0,136.0
19,EKP,Piperacillin-tazobactam_AB,45.0,54.0,0,101.0,45.0,54.0,0,101.0
20,EKP,Tigecycline_AB,47.0,6.0,0,147.0,47.0,6.0,0,147.0
21,EKP,Tobramycin_AB,45.0,62.0,0,93.0,45.0,62.0,0,93.0
22,EKP,Trimethoprim_AB,183.0,7.0,0,10.0,183.0,7.0,0,10.0
